time [d],date,hour,Snow Refreeze[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Precipitation[mm],Canopy Evaporation[mm],Canopy Snow Evaporation[mm],Snow Melt & Refreeze[mm],Overflow[mm],Infiltration[mm],Infiltration[mm],Flush[mm],Soil Evaporation[mm],Capillary Rise[mm],Soil Evaporation[mm],Percolation[mm],Baseflow[mm],Baseflow[mm]
,,from:,SNOW_LIQ,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,ATMOS_PRECIP,CANOPY,CANOPY_SNOW,SNOW,SNOW_LIQ,PONDED_WATER,PONDED_WATER,SURFACE_WATER,SOIL[0],SOIL[1],SOIL[0],SOIL[1],SOIL[1],SOIL[2]
,,to:,SNOW,SURFACE_WATER,ATMOSPHERE,ATMOS_PRECIP,PONDED_WATER,SOIL[0],SOIL[1],SOIL[2],SNOW_LIQ,SNOW,CANOPY,CANOPY_SNOW,ATMOSPHERE,ATMOSPHERE,PONDED_WATER,PONDED_WATER,SOIL[0],SURFACE_WATER,SOIL[1],ATMOSPHERE,SOIL[0],ATMOSPHERE,SOIL[2],SURFACE_WATER,SURFACE_WATER
112,2003-01-21,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,56.3113,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.9266,22.6632,41.9172,39.8506,12.8073,44.2095
113,2003-01-22,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,56.6683,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.9407,22.6632,41.9312,39.8506,12.8073,44.4577
114,2003-01-23,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,57.508,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.9434,22.6632,41.9338,39.8506,12.8073,44.695
115,2003-01-24,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,58.3908,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.9519,22.6632,41.9423,39.8506,12.8073,44.9219
116,2003-01-25,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,59.3992,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,43.9762,22.6632,41.9663,39.8506,12.8073,45.1388
117,2003-01-26,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,61.7712,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,44.0094,22.6632,41.9989,39.8506,12.8073,45.3461
118,2003-01-27,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,61.7712,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,44.0261,22.6632,42.0155,39.8506,12.8073,45.5443
119,2003-01-28,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,62.2539,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,44.0261,22.6632,42.0155,39.8506,12.8073,45.7338
120,2003-01-29,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,63.4309,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,44.0672,22.6632,42.0557,39.8506,12.8073,45.9149
121,2003-01-30,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,63.5565,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,44.0892,22.6632,42.0775,39.8506,12.8073,46.0881
122,2003-01-31,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,63.5565,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,44.0896,22.6632,42.0779,39.8506,12.8073,46.2537
123,2003-02-01,00:00:00.00,2.22467,0,0,0,116.319,0,0,0,2.9035,64.0708,0.814148,0.0685134,0.814148,0.0685134,25.1317,0.678838,76.8089,65.3211,65.3211,44.1452,22.6632,42.1322,39.8506,12.8073,46.412
124,2003-02-02,00:00:00.00,2.22467,0,0,0,118.239,0,0,0,2.97744,64.0708,0.814148,0.0685134,0.814148,0.0685134,26.5916,0.750665,77.8844,67.6965,67.6965,44.6928,22.9708,42.6793,40.7028,12.893,46.6008
125,2003-02-03,00:00:00.00,2.22678,0,0,0,118.239,0,0,0,2.97744,64.1351,0.814148,0.0685134,0.814148,0.0685134,26.5916,0.750665,77.8844,67.6965,67.6965,44.769,23.2428,42.7519,41.5409,12.893,46.8181
126,2003-02-04,00:00:00.00,2.22678,0,0,0,118.332,0,0,0,3.18526,72.8505,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,44.8654,23.2699,42.8437,41.5959,12.9068,47.0284
127,2003-02-05,00:00:00.00,2.32371,0,0,0,118.332,0,0,0,3.18526,80.3796,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,44.9709,23.2757,42.9417,41.651,12.9092,47.2318
128,2003-02-06,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,81.8239,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,44.9962,23.2813,42.9667,41.6944,12.9092,47.4281
129,2003-02-07,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,82.2022,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.0503,23.2813,43.0197,41.6944,12.9092,47.6159
130,2003-02-08,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,82.3921,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.0851,23.2813,43.0541,41.6944,12.9092,47.7953
131,2003-02-09,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,83.2157,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.1265,23.2813,43.0949,41.6944,12.9092,47.9669
132,2003-02-10,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,83.28,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.1616,23.2813,43.1295,41.6944,12.9092,48.1309
133,2003-02-11,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,84.2074,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.2081,23.2813,43.1756,41.6944,12.9092,48.2877
134,2003-02-12,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,85.0076,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.2129,23.2813,43.1804,41.6944,12.9092,48.4376
135,2003-02-13,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,85.4078,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.2357,23.2813,43.203,41.6944,12.9092,48.5809
136,2003-02-14,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,85.4792,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.2507,23.2813,43.218,41.6944,12.9092,48.7179
137,2003-02-15,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,85.4792,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.2838,23.2813,43.2509,41.6944,12.9092,48.8489
138,2003-02-16,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,85.4792,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.2927,23.2813,43.2599,41.6944,12.9092,48.9741
139,2003-02-17,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,85.6676,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.3035,23.2813,43.2707,41.6944,12.9092,49.0938
140,2003-02-18,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,86.405,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.341,23.2813,43.308,41.6944,12.9092,49.2082
141,2003-02-19,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,86.8476,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.3927,23.2813,43.3593,41.6944,12.9092,49.3176
142,2003-02-20,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,86.9119,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.4635,23.2813,43.4298,41.6944,12.9092,49.4222
143,2003-02-21,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,86.9119,0.814148,0.0685134,0.814148,0.0685134,26.7102,0.756594,77.9142,67.885,67.885,45.5569,23.2813,43.5227,41.6944,12.9092,49.5222
144,2003-02-22,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,86.9119,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.6518,23.3641,43.6168,42.0231,12.9092,49.6322
145,2003-02-23,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,93.1221,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.7377,23.3641,43.7022,42.0231,12.9092,49.7374
146,2003-02-24,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,93.1221,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.7731,23.3641,43.7375,42.0231,12.9092,49.838
147,2003-02-25,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,94.8846,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.8054,23.3641,43.7699,42.0231,12.9092,49.9342
148,2003-02-26,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,94.9489,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.8069,23.3641,43.7714,42.0231,12.9092,50.0261
149,2003-02-27,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,95.0132,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.8078,23.3641,43.7722,42.0231,12.9092,50.114
150,2003-02-28,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,95.0132,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.8382,23.3641,43.8027,42.0231,12.9092,50.198
151,2003-03-01,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,95.0132,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.9056,23.3641,43.8699,42.0231,12.9092,50.2783
152,2003-03-02,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,96.0019,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,45.9844,23.3641,43.9487,42.0231,12.9092,50.355
153,2003-03-03,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,97.2235,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.0483,23.3641,44.0125,42.0231,12.9092,50.4284
154,2003-03-04,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,97.6667,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.0505,23.3641,44.0146,42.0231,12.9092,50.4986
155,2003-03-05,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,102.097,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.1317,23.3641,44.0959,42.0231,12.9092,50.5657
156,2003-03-06,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,102.687,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.1918,23.3641,44.1559,42.0231,12.9092,50.6298
157,2003-03-07,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,104.552,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.2423,23.3641,44.2064,42.0231,12.9092,50.6911
158,2003-03-08,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.18526,104.723,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.2921,23.3641,44.2562,42.0231,12.9092,50.7497
159,2003-03-09,00:00:00.00,2.42866,0,0,0,118.332,0,0,0,3.2068,106.073,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.3749,23.3641,44.339,42.0231,12.9092,50.8058
160,2003-03-10,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,106.261,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.4013,23.3641,44.3654,42.0231,12.9092,50.8593
161,2003-03-11,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,106.261,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.4136,23.3641,44.3777,42.0231,12.9092,50.9105
162,2003-03-12,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,108.486,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.5023,23.3641,44.4664,42.0231,12.9092,50.9595
163,2003-03-13,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,109.665,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.5835,23.3641,44.5475,42.0231,12.9092,51.0063
164,2003-03-14,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,109.73,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.649,23.3641,44.613,42.0231,12.9092,51.051
165,2003-03-15,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,109.73,0.814148,0.0685134,0.814148,0.0685134,27.1959,0.756594,77.9886,68.2963,68.2963,46.73,23.3641,44.6941,42.0231,12.9092,51.0938
166,2003-03-16,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,109.73,0.814148,0.0685134,0.814148,0.0685134,36.4563,0.756594,80.8221,74.7231,74.7231,47.0683,23.7345,44.9651,43.3509,13.7039,51.1931
167,2003-03-17,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.2068,109.73,0.814148,0.0685134,0.814148,0.0685134,50.5112,0.756594,84.0928,85.5073,85.5073,47.4521,24.0929,45.3489,44.6814,19.6654,51.3466
168,2003-03-18,00:00:00.00,2.4502,0,0,0,118.332,0,0,0,3.27109,109.73,0.814148,0.0685134,0.814148,0.0685134,64.0543,0.81456,86.4912,96.71,96.71,49.3105,24.4447,47.2073,46.1274,31.3564,51.557
169,2003-03-19,00:00:00.00,2.4502,0,0,0,118.39,0,0,0,3.27742,109.73,0.814148,0.0685134,0.814148,0.0685134,70.1762,0.821003,87.1788,102.209,102.209,50.2888,24.8499,48.1864,47.5734,34.5477,51.8217
170,2003-03-20,00:00:00.00,2.4502,0,0,0,118.39,0,0,0,3.81856,109.73,0.814148,0.0685134,0.814148,0.0685134,71.366,0.826126,87.3064,103.276,103.276,51.0617,25.2913,48.9611,48.9439,35.6235,52.1351
171,2003-03-21,00:00:00.00,2.4502,0,0,0,119.612,0,0,0,3.88135,109.73,0.814148,0.0685134,0.814148,0.0685134,75.269,0.827217,88.0074,107.701,107.701,52.0525,25.7512,49.9537,50.3016,38.2993,52.4944
172,2003-03-22,00:00:00.00,2.4502,0,0,0,120.255,0,0,0,4.65827,109.73,0.814148,0.0685134,0.814148,0.0685134,79.7459,0.827217,88.5124,112.316,112.316,52.8456,26.2038,50.7489,51.4673,41.963,52.8892
173,2003-03-23,00:00:00.00,2.4502,0,0,0,120.769,0,0,0,4.65827,109.73,0.814148,0.0685134,0.814148,0.0685134,81.9667,0.837873,88.8401,114.734,114.734,53.5808,26.536,51.4852,51.9753,43.629,53.2891
174,2003-03-24,00:00:00.00,2.4502,0,0,0,121,0,0,0,4.74147,109.73,0.814148,0.0685134,0.814148,0.0685134,86.2356,1.04637,89.0579,119.224,119.224,54.5084,26.5697,52.3997,52.4916,47.4864,53.694
175,2003-03-25,00:00:00.00,2.4502,0,0,0,121,0,0,0,4.74147,109.73,0.814148,0.0685134,0.814148,0.0685134,93.7085,1.41117,89.3895,126.73,126.73,56.1407,26.5986,53.9758,53.0079,55.7088,54.1038
176,2003-03-26,00:00:00.00,2.4502,0,0,0,121.412,0,0,0,4.75136,109.73,0.814148,0.0685134,0.814148,0.0685134,102.963,1.86247,89.9371,136.3,136.3,57.6142,26.7105,55.3635,53.5242,65.22,54.5183
177,2003-03-27,00:00:00.00,2.4502,0,0,0,121.412,0,0,0,4.75136,109.73,0.814148,0.0685134,0.814148,0.0685134,106.587,2.03887,90.0539,139.983,139.983,58.2337,26.7417,55.799,54.0405,66.6708,54.9373
178,2003-03-28,00:00:00.00,2.4502,0,0,0,121.717,0,0,0,4.76039,109.73,0.814148,0.0685134,0.814148,0.0685134,110.158,2.21546,90.2088,143.882,143.882,59.2375,26.7956,56.7081,54.5568,69.9401,55.3606
179,2003-03-29,00:00:00.00,2.4502,0,0,0,128.933,0,0,0,4.76674,109.73,0.814148,0.0685134,0.814148,0.0685134,110.479,2.23151,92.8827,148.761,148.761,61.8372,26.9941,58.3164,55.0905,73.8978,55.7887
180,2003-03-30,00:00:00.00,2.4502,0,0,0,139.128,0,0,0,4.76674,109.73,0.814148,0.0685134,0.814148,0.0685134,110.526,2.23386,102.074,149.815,149.815,63.5095,27.6038,59.9944,55.7436,74.4872,56.2268
181,2003-03-31,00:00:00.00,2.48791,0,0,0,139.128,0,0,0,4.76674,110.108,0.814148,0.0685134,0.814148,0.0685134,110.526,2.23386,102.074,149.815,149.815,63.7217,27.7486,60.2066,56.2773,74.6392,56.669
182,2003-04-01,00:00:00.00,2.53288,0,0,0,139.128,0,0,0,4.76674,111.31,0.814148,0.0685134,0.814148,0.0685134,110.526,2.23386,102.074,149.815,149.815,63.8811,27.8932,60.366,56.811,74.66,57.1153
183,2003-04-02,00:00:00.00,2.53288,0,0,0,140.666,0,0,0,4.85636,111.327,0.814148,0.0685134,0.814148,0.0685134,111.42,2.27648,103.03,151.333,151.333,65.4696,28.561,61.9521,57.4691,74.7069,57.5709
184,2003-04-03,00:00:00.00,2.53288,0,0,0,141.052,0,0,0,4.85636,111.327,0.814148,0.0685134,0.814148,0.0685134,111.794,2.29302,103.337,151.801,151.801,66.2808,28.846,62.7617,57.976,74.7212,58.0287
185,2003-04-04,00:00:00.00,2.56083,0,0,0,141.131,0,0,0,4.8668,113.508,0.814148,0.0685134,0.814148,0.0685134,111.794,2.29302,103.36,151.858,151.858,66.4021,28.962,62.8746,58.0919,74.7266,58.4715
186,2003-04-05,00:00:00.00,2.57378,0,0,0,141.131,0,0,0,4.8668,114.833,0.814148,0.0685134,0.814148,0.0685134,111.794,2.29302,103.36,151.858,151.858,66.4906,28.9832,62.96,58.1479,74.7266,58.8973
187,2003-04-06,00:00:00.00,2.57378,0,0,0,141.131,0,0,0,4.8668,115.525,0.814148,0.0685134,0.814148,0.0685134,111.794,2.29302,103.36,151.858,151.858,66.6162,28.9832,63.0811,58.1479,74.7266,59.3043
188,2003-04-07,00:00:00.00,2.57378,0,0,0,141.131,0,0,0,4.8668,122.79,0.814148,0.0685134,0.814148,0.0685134,111.794,2.29302,103.36,151.858,151.858,66.7605,28.9832,63.2218,58.1479,74.7266,59.6935
189,2003-04-08,00:00:00.00,2.57378,0,0,0,141.131,0,0,0,4.8668,123.931,0.814148,0.0685134,0.814148,0.0685134,111.794,2.29302,103.36,151.858,151.858,66.8357,28.9832,63.2965,58.1479,74.7266,60.0655
190,2003-04-09,00:00:00.00,2.57378,0,0,0,141.131,0,0,0,4.8668,125.86,0.814148,0.0685134,0.814148,0.0685134,111.794,2.29302,103.36,151.858,151.858,66.943,28.9832,63.4029,58.1479,74.7266,60.4211
191,2003-04-10,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,113.436,2.35622,108.588,154.481,154.481,67.28,29.5471,63.7281,59.1285,74.8161,60.8043
192,2003-04-11,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,121.039,2.56424,111.244,159.635,159.635,68.449,30.1152,64.8971,60.4753,75.5146,61.2298
193,2003-04-12,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,126.268,2.75915,113.397,162.907,162.907,71.5487,30.7301,67.9833,61.9213,76.7574,61.7003
194,2003-04-13,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,126.877,2.75915,113.557,163.355,163.355,73.9722,31.4855,70.4122,63.282,77.079,62.2099
195,2003-04-14,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,126.974,2.75915,113.611,163.398,163.398,76.3243,32.238,72.714,63.7978,77.1275,62.7198
196,2003-04-15,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,127.304,2.75915,113.804,163.536,163.536,79.8668,32.286,74.8268,63.8796,77.169,63.2108
197,2003-04-16,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,127.95,2.75915,114.125,163.861,163.861,80.7028,32.3242,75.1105,63.9612,77.4279,63.6839
198,2003-04-17,00:00:00.00,2.57378,0,0,0,147.276,0,0,0,5.33294,125.935,0.814148,0.0685134,0.814148,0.0685134,128.176,2.75915,114.191,164.02,164.02,80.799,32.3452,75.2063,63.9879,77.5445,64.1373
199,2003-04-18,00:00:00.00,2.57378,0,0,0,147.579,0,0,0,5.34227,125.935,0.816321,0.0685134,0.816321,0.0685134,128.203,2.76005,114.498,164.044,164.044,80.9823,32.3559,75.3358,64.0146,77.5735,64.5719
200,2003-04-19,00:00:00.00,2.57378,0,0,0,149.289,0,0,0,5.34912,125.935,0.830735,0.0685134,0.830735,0.0685134,128.391,2.76942,116.169,164.28,164.28,81.9976,32.4433,75.8623,64.0446,77.6555,64.9887
201,2003-04-20,00:00:00.00,2.57378,0,0,0,149.289,0,0,0,5.34912,125.935,0.830735,0.0685134,0.830735,0.0685134,128.509,2.77533,116.209,164.364,164.364,82.3663,32.4544,76.0023,64.0712,77.7213,65.3884
202,2003-04-21,00:00:00.00,2.57378,0,0,0,151.575,0,0,0,5.34912,125.935,0.852031,0.0685134,0.852031,0.0685134,128.509,2.77533,118.418,164.441,164.441,84.494,32.5128,76.2885,64.1153,77.7347,65.7724
203,2003-04-22,00:00:00.00,2.57378,0,0,0,153.945,0,0,0,5.34912,125.935,0.871616,0.0685134,0.871616,0.0685134,128.509,2.77533,120.726,164.503,164.503,85.883,32.5612,76.9042,64.1563,77.7404,66.1413
204,2003-04-23,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.3327,32.6477,77.2214,64.1767,77.741,66.4948
205,2003-04-24,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.6028,32.6524,77.3773,64.1804,77.741,66.833
206,2003-04-25,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.7507,32.6524,77.425,64.1804,77.741,67.1563
207,2003-04-26,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.7669,32.6524,77.4283,64.1804,77.741,67.4654
208,2003-04-27,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.7674,32.6524,77.4285,64.1804,77.741,67.7609
209,2003-04-28,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.7675,32.6524,77.4285,64.1804,77.741,68.0433
210,2003-04-29,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.7675,32.6524,77.4285,64.1804,77.741,68.3134
211,2003-04-30,00:00:00.00,2.57378,0,0,0,154.833,0,0,0,5.34912,125.935,0.879523,0.0685134,0.879523,0.0685134,128.509,2.77533,121.544,164.574,164.574,86.7675,32.6524,77.4285,64.1804,77.741,68.5715
212,2003-05-01,00:00:00.00,2.57378,0,0,0,163.063,0,0,0,5.34912,125.935,0.945358,0.0685134,0.945358,0.0685134,128.509,2.77533,129.731,164.616,164.616,88.9109,32.6658,78.917,64.1978,77.7413,68.8191
213,2003-05-02,00:00:00.00,2.57378,0,0,0,180.501,0,0,0,5.34912,125.935,1.10297,0.0685134,1.10297,0.0685134,128.509,2.77533,143.783,168.003,168.003,92.356,33.3368,82.3691,65.6408,77.9876,69.1193
214,2003-05-03,00:00:00.00,2.57378,0,0,0,186.17,0,0,0,5.34912,125.935,1.15639,0.0685134,1.15639,0.0685134,128.509,2.77533,146.25,171.204,171.204,95.0715,34.0978,85.092,67.0406,78.242,69.4678
215,2003-05-04,00:00:00.00,2.57378,0,0,0,186.17,0,0,0,5.34912,125.935,1.15639,0.0685134,1.15639,0.0685134,128.509,2.77533,146.25,171.204,171.204,98.2227,34.6792,87.7233,67.9986,78.256,69.8432
216,2003-05-05,00:00:00.00,2.57378,0,0,0,186.17,0,0,0,5.34912,125.935,1.15639,0.0685134,1.15639,0.0685134,128.509,2.77533,146.25,171.204,171.204,100.92,34.9103,89.8574,68.016,78.2574,70.2028
217,2003-05-06,00:00:00.00,2.57378,0,0,0,205.882,0,0,0,5.34912,125.935,1.32662,0.0685134,1.32662,0.0685134,128.509,2.77533,164.589,172.577,172.577,103.141,35.4072,92.0848,68.6976,78.376,70.5766
218,2003-05-07,00:00:00.00,2.57378,0,0,0,205.882,0,0,0,5.34912,125.935,1.32662,0.0685134,1.32662,0.0685134,128.509,2.77533,164.589,172.577,172.577,106.439,35.4206,95.388,68.715,78.3875,70.9347
219,2003-05-08,00:00:00.00,2.57378,0,0,0,206.131,0,0,0,5.34912,125.935,1.32836,0.0685134,1.32836,0.0685134,128.509,2.77533,164.719,172.696,172.696,108.411,35.5536,97.3589,68.7324,78.3889,71.2778
220,2003-05-09,00:00:00.00,2.57378,0,0,0,206.131,0,0,0,5.34912,125.935,1.32836,0.0685134,1.32836,0.0685134,128.509,2.77533,164.719,172.696,172.696,111.45,35.5671,98.6264,68.7404,78.3889,71.6062
